case_id,role,citation_relevance,constraints_extraction,argument_validity
74,defense,4,4,3
74,judge,4,2,4
15,prosecution,2,1,1
15,defense,3,0,0
15,judge,3,1,3
15,prosecution,3,3,4
15,defense,3,3,2
15,judge,3,2,3
15,prosecution,3,3,3
15,defense,2,2,2
15,judge,3,3,3
42,prosecution,4,4,4
42,defense,4,4,4
42,judge,4,4,4
42,prosecution,4,4,4
42,defense,4,4,3
42,judge,4,4,4
42,prosecution,4,4,4
42,defense,4,4,3
42,judge,4,4,4
25,prosecution,4,4,4
25,defense,4,4,4
25,judge,4,3,4
25,prosecution,4,4,4
25,defense,4,4,4
25,judge,4,4,4
25,prosecution,4,4,4
25,defense,4,2,2
25,judge,4,4,4
169,prosecution,4,4,4
169,defense,4,4,4
169,judge,4,4,4
169,prosecution,4,4,4
169,defense,4,4,4
169,judge,4,2,3
169,prosecution,4,3,4
169,defense,4,4,4
169,judge,4,3,4
172,prosecution,4,4,4
172,defense,4,4,2
172,judge,4,4,4
172,prosecution,4,4,4
172,defense,4,2,3
172,judge,4,4,4
172,prosecution,4,4,4
172,defense,4,1,3
172,judge,4,4,4
57,prosecution,4,3,4
57,defense,4,4,4
57,judge,4,4,4
57,prosecution,4,4,4
57,defense,4,4,4
57,judge,4,4,4
57,prosecution,4,3,4
57,defense,4,4,4
57,judge,4,4,4
3,prosecution,4,4,4
3,defense,4,3,4
3,judge,4,4,4
3,prosecution,4,4,4
3,defense,4,3,3
3,judge,4,3,4
3,prosecution,4,3,3
3,defense,4,4,3
3,judge,4,2,4
1,prosecution,4,2,3
1,defense,4,2,3
1,judge,4,3,4
1,prosecution,4,4,4
1,defense,4,4,4
1,judge,4,4,4
1,prosecution,4,4,4
1,defense,4,4,4
1,judge,4,4,4
82,prosecution,0,0,0
82,defense,4,2,3
82,judge,4,4,4
82,prosecution,4,4,4
82,defense,2,4,3
82,judge,4,4,4
82,prosecution,0,0,0
82,defense,4,4,2
82,judge,4,3,4
191,prosecution,4,4,4
191,defense,4,2,3
191,judge,4,4,4
191,prosecution,4,4,4
191,defense,4,3,4
191,judge,4,4,4
191,prosecution,4,4,3
191,defense,4,4,4
191,judge,4,4,4
109,prosecution,4,4,4
109,defense,4,1,2
109,judge,4,4,4
109,prosecution,4,3,3
109,defense,4,2,3
109,judge,4,4,4
109,prosecution,4,4,4
109,defense,4,3,3
109,judge,4,3,4
11,prosecution,4,4,4
11,defense,4,4,4
11,judge,4,4,4
11,prosecution,4,4,4
11,defense,4,2,3
11,judge,4,4,4
11,prosecution,4,3,3
11,defense,4,4,4
11,judge,4,3,4
71,prosecution,4,3,3
71,defense,4,4,4
71,judge,4,3,4
71,prosecution,4,4,4
71,defense,4,4,4
71,judge,4,4,4
71,prosecution,4,2,3
71,defense,4,4,3
71,judge,4,4,3
97,prosecution,0,0,0
97,defense,4,4,4
97,judge,4,2,3
97,prosecution,4,4,4
97,defense,4,3,2
97,judge,4,2,3
97,prosecution,0,0,0
97,defense,4,4,4
97,judge,4,4,3
173,prosecution,4,4,4
173,defense,4,4,4
173,judge,4,4,4
173,prosecution,4,4,4
173,defense,4,4,4
173,judge,4,4,4
173,prosecution,4,4,4
173,defense,4,4,4
173,judge,4,4,4
184,prosecution,4,4,3
184,defense,4,4,4
184,judge,4,4,4
184,prosecution,4,4,3
184,defense,4,4,4
184,judge,4,4,4
184,prosecution,4,2,2
184,defense,4,4,4
184,judge,4,4,4
95,prosecution,0,0,0
95,defense,4,4,4
95,judge,4,3,4
95,prosecution,3,2,3
95,defense,4,3,3
95,judge,4,4,4
95,prosecution,4,4,4
95,defense,4,4,3
95,judge,4,4,4
79,prosecution,0,0,0
79,defense,4,3,4
79,judge,4,3,3
79,prosecution,4,4,4
79,defense,4,2,3
79,judge,4,4,4
79,prosecution,4,4,4
79,defense,4,3,4
79,judge,4,3,4
65,prosecution,4,4,4
65,defense,4,4,4
65,judge,4,3,3
65,prosecution,4,4,4
65,defense,4,4,4
65,judge,4,4,4
65,prosecution,4,4,2
65,defense,4,3,4
65,judge,4,4,4
68,prosecution,4,1,1
68,defense,4,4,4
68,judge,4,4,4
68,prosecution,4,4,4
68,defense,4,3,3
68,judge,4,4,4
68,prosecution,4,4,4
68,defense,4,4,4
68,judge,4,4,4
78,prosecution,4,4,4
78,defense,3,2,4
78,judge,4,4,4
78,prosecution,4,4,4
78,defense,4,4,4
78,judge,4,3,4
78,prosecution,4,4,4
78,defense,4,4,4
78,judge,4,4,4
27,prosecution,4,3,4
27,defense,4,4,4
27,judge,4,4,4
27,prosecution,4,4,4
27,defense,4,4,4
27,judge,4,4,4
27,prosecution,4,4,4
27,defense,4,4,4
27,judge,4,4,4
137,prosecution,4,3,4
137,defense,4,3,4
137,judge,4,4,4
137,prosecution,4,4,4
137,defense,4,3,3
137,judge,4,4,4
137,prosecution,4,4,4
137,defense,4,2,2
137,judge,4,4,4
152,prosecution,4,3,4
152,defense,4,4,4
152,judge,4,4,4
152,prosecution,4,4,4
152,defense,4,4,4
152,judge,4,4,4
152,prosecution,4,4,4
152,defense,4,4,4
152,judge,4,4,4
35,prosecution,4,1,3
35,defense,4,4,3
35,judge,4,4,4
35,prosecution,4,4,4
35,defense,4,4,3
35,judge,4,4,4
35,prosecution,4,4,4
35,defense,4,3,1
35,judge,4,4,4
67,prosecution,4,4,4
67,defense,4,4,4
67,judge,4,4,4
67,prosecution,4,4,4
67,defense,4,4,4
67,judge,4,4,4
67,prosecution,4,3,4
67,defense,4,4,4
67,judge,4,4,4
128,prosecution,4,4,4
128,defense,4,3,3
128,judge,4,4,4
128,prosecution,4,3,3
128,defense,4,2,3
128,judge,4,4,4
128,prosecution,4,4,4
128,defense,4,4,4
128,judge,4,4,4
144,prosecution,4,4,4
144,defense,4,4,3
144,judge,4,4,4
144,prosecution,4,4,4
144,defense,4,4,4
144,judge,4,3,3
144,prosecution,4,3,3
144,defense,4,4,4
144,judge,4,2,3
196,prosecution,4,2,4
196,defense,4,4,4
196,judge,4,3,4
196,prosecution,4,3,4
196,defense,4,4,4
196,judge,4,4,4
196,prosecution,4,4,4
196,defense,4,4,4
196,judge,4,3,4
70,prosecution,4,4,4
70,defense,3,3,3
70,judge,4,4,4
70,prosecution,4,4,4
70,defense,4,4,2
70,judge,4,4,4
70,prosecution,4,4,4
70,defense,4,3,1
70,judge,4,4,4
50,prosecution,0,0,0
50,defense,4,4,4
50,judge,4,4,4
50,prosecution,4,4,4
50,defense,4,4,3
50,judge,4,4,4
50,prosecution,4,4,4
50,defense,4,4,4
50,judge,4,4,4
182,prosecution,4,2,3
182,defense,4,4,4
182,judge,4,4,4
182,prosecution,4,4,4
182,defense,4,3,4
182,judge,4,3,4
182,prosecution,4,4,4
182,defense,4,4,3
182,judge,4,4,4
153,prosecution,4,2,3
153,defense,4,4,4
153,judge,4,4,4
153,prosecution,4,4,4
153,defense,4,4,4
153,judge,4,4,4
153,prosecution,4,4,4
153,defense,3,2,2
153,judge,4,1,3
168,prosecution,4,4,4
168,defense,2,3,3
168,judge,4,4,4
168,prosecution,4,4,4
168,defense,4,4,3
168,judge,4,4,4
168,prosecution,4,4,4
168,defense,3,1,1
168,judge,4,4,4
88,prosecution,0,0,0
88,defense,4,4,4
88,judge,4,4,4
88,prosecution,4,3,3
88,defense,4,3,4
88,judge,4,3,4
88,prosecution,0,0,0
88,defense,4,4,4
88,judge,4,4,4
108,prosecution,4,0,0
108,defense,4,4,4
108,judge,4,3,4
108,prosecution,4,4,3
108,defense,4,3,4
108,judge,4,4,4
108,prosecution,4,3,2
108,defense,4,4,4
108,judge,4,4,4
36,prosecution,4,4,4
36,defense,4,3,3
36,judge,4,4,4
36,prosecution,4,4,4
36,defense,4,2,2
36,judge,4,4,4
36,prosecution,4,2,3
36,defense,4,3,3
36,judge,4,4,4
121,prosecution,4,4,4
121,defense,4,4,4
121,judge,4,4,4
121,prosecution,4,4,3
121,defense,4,4,4
121,judge,4,4,4
121,prosecution,4,4,2
121,defense,4,4,4
121,judge,4,4,4
149,prosecution,4,1,2
149,defense,4,3,4
149,judge,4,3,3
149,prosecution,4,4,4
149,defense,4,4,3
149,judge,4,3,3
149,prosecution,4,2,2
149,defense,4,4,3
149,judge,4,4,4
154,prosecution,4,2,3
154,defense,4,4,4
154,judge,4,4,3
154,prosecution,4,4,4
154,defense,4,4,3
154,judge,4,4,4
154,prosecution,4,4,4
154,defense,4,2,2
154,judge,4,4,3
23,prosecution,4,4,4
23,defense,4,4,3
23,judge,4,4,4
23,prosecution,4,4,4
23,defense,4,4,4
23,judge,4,4,4
23,prosecution,4,4,4
23,defense,4,4,4
23,judge,4,4,4
166,prosecution,4,4,4
166,defense,4,4,4
166,judge,4,4,4
166,prosecution,4,4,4
166,defense,4,4,4
166,judge,4,4,4
166,prosecution,4,4,4
166,defense,4,4,4
166,judge,4,4,4
197,prosecution,4,4,4
197,defense,4,4,4
197,judge,4,3,3
197,prosecution,4,4,4
197,defense,4,4,3
197,judge,4,3,3
197,prosecution,4,2,3
197,defense,4,4,3
197,judge,4,3,3
162,prosecution,4,1,4
162,defense,4,4,4
162,judge,4,4,4
162,prosecution,4,4,4
162,defense,4,4,4
162,judge,4,4,4
162,prosecution,4,4,4
162,defense,4,4,4
162,judge,4,4,4
77,prosecution,4,4,4
77,defense,4,4,4
77,judge,4,4,4
77,prosecution,4,4,4
77,defense,4,4,4
77,judge,4,4,4
77,prosecution,4,4,4
77,defense,4,4,4
77,judge,4,4,4
100,prosecution,4,4,4
100,defense,4,4,4
100,judge,4,4,4
100,prosecution,4,4,4
100,defense,4,4,4
100,judge,4,4,4
100,prosecution,4,4,4
100,defense,4,4,4
100,judge,4,4,4
167,prosecution,4,3,4
167,defense,4,3,3
167,judge,4,4,4
167,prosecution,4,4,4
167,defense,4,4,2
167,judge,4,3,3
167,prosecution,4,4,4
167,defense,4,4,3
167,judge,4,3,3
141,prosecution,4,2,2
141,defense,4,4,4
141,judge,4,4,3
141,prosecution,4,4,4
141,defense,4,3,3
141,judge,4,3,3
141,prosecution,4,3,3
141,defense,4,4,4
141,judge,4,4,4
28,prosecution,4,4,4
28,defense,4,4,3
28,judge,4,4,4
28,prosecution,4,4,3
28,defense,4,4,4
28,judge,4,4,4
28,prosecution,4,4,3
28,defense,4,4,3
28,judge,4,4,4
160,prosecution,4,4,4
160,defense,4,4,3
160,judge,4,4,4
160,prosecution,4,4,4
160,defense,4,4,3
160,judge,4,2,3
160,prosecution,4,2,2
160,defense,4,4,3
160,judge,4,4,4
17,prosecution,4,4,4
17,defense,4,4,4
17,judge,4,4,4
17,prosecution,4,4,4
17,defense,4,4,4
17,judge,4,4,4
17,prosecution,4,1,3
17,defense,4,4,4
17,judge,4,4,4
155,prosecution,4,4,4
155,defense,4,4,4
155,judge,4,4,4
155,prosecution,4,4,2
155,defense,4,4,3
155,judge,4,3,4
155,prosecution,3,4,4
155,defense,4,4,4
155,judge,4,3,4
161,prosecution,4,4,4
161,defense,4,2,3
161,judge,4,3,3
161,prosecution,4,3,3
161,defense,4,4,3
161,judge,4,4,4
161,prosecution,4,4,4
161,defense,4,4,4
161,judge,4,4,4
199,prosecution,4,3,4
199,defense,4,4,4
199,judge,4,4,4
199,prosecution,4,4,4
199,defense,3,2,1
199,judge,4,4,4
199,prosecution,4,4,4
199,defense,4,3,3
199,judge,4,4,4
151,prosecution,4,4,3
151,defense,4,4,4
151,judge,4,3,4
151,prosecution,4,3,4
151,defense,3,2,2
151,judge,4,4,4
151,prosecution,4,1,2
151,defense,4,4,4
151,judge,4,4,4
34,prosecution,4,4,4
34,defense,4,4,4
34,judge,4,4,4
34,prosecution,4,4,4
34,defense,4,3,3
34,judge,4,4,4
34,prosecution,4,4,4
34,defense,4,4,4
34,judge,4,4,4
195,prosecution,4,4,4
195,defense,4,4,4
195,judge,4,3,3
195,prosecution,4,4,4
195,defense,4,4,4
195,judge,4,3,4
195,prosecution,4,4,4
195,defense,4,4,4
195,judge,4,4,4
90,prosecution,0,0,0
90,defense,4,2,3
90,judge,4,4,4
90,prosecution,4,2,3
90,defense,4,4,3
90,judge,4,4,4
90,prosecution,4,2,2
90,defense,4,4,3
90,judge,4,4,4
20,prosecution,0,0,0
20,defense,4,4,4
20,judge,4,4,4
20,prosecution,4,4,4
20,defense,4,4,4
20,judge,4,3,4
20,prosecution,4,3,3
20,defense,4,3,4
20,judge,4,4,4
157,prosecution,4,2,3
157,defense,4,4,4
157,judge,4,4,4
157,prosecution,4,4,4
157,defense,4,4,3
157,judge,4,3,3
157,prosecution,4,4,4
157,defense,4,4,4
157,judge,4,4,4
177,prosecution,4,3,4
177,defense,4,3,4
177,judge,4,4,4
177,prosecution,4,4,4
177,defense,4,3,3
177,judge,4,4,4
177,prosecution,4,4,4
177,defense,4,4,3
177,judge,4,4,4
186,prosecution,4,4,4
186,defense,4,4,4
186,judge,4,3,4
186,prosecution,4,4,4
186,defense,4,3,3
186,judge,4,4,4
186,prosecution,4,4,4
186,defense,4,4,4
186,judge,4,4,4
201,prosecution,4,1,1
201,defense,4,4,4
201,judge,4,4,4
201,prosecution,4,3,3
201,defense,4,4,4
201,judge,4,2,4
201,prosecution,4,3,4
201,defense,4,3,3
201,judge,4,4,4
185,prosecution,4,3,2
185,defense,4,4,4
185,judge,4,4,4
185,prosecution,4,4,4
185,defense,4,4,3
185,judge,4,3,3
185,prosecution,4,3,3
185,defense,4,4,4
185,judge,4,4,4
163,prosecution,4,3,4
163,defense,4,3,3
163,judge,4,4,4
163,prosecution,4,4,4
163,defense,4,4,4
163,judge,4,4,4
163,prosecution,4,3,3
163,defense,4,2,2
163,judge,4,4,4
118,prosecution,4,4,4
118,defense,3,3,2
118,judge,4,3,3
118,prosecution,4,2,3
118,defense,4,2,3
118,judge,4,4,4
118,prosecution,4,2,3
118,defense,4,4,4
118,judge,4,2,3
54,prosecution,0,0,0
54,defense,4,4,4
54,judge,4,4,4
54,prosecution,4,3,4
54,defense,4,4,4
54,judge,4,4,4
54,prosecution,4,4,3
54,defense,4,4,4
54,judge,4,4,4
75,prosecution,4,4,4
75,defense,4,3,3
75,judge,4,3,3
75,prosecution,4,4,3
75,defense,4,4,4
75,judge,4,3,3
75,prosecution,4,4,2
75,defense,4,4,4
75,judge,4,4,4
105,prosecution,4,4,4
105,defense,4,2,3
105,judge,4,4,4
105,prosecution,4,4,4
105,defense,4,4,4
105,judge,4,4,4
105,prosecution,4,4,4
105,defense,4,4,3
105,judge,4,4,4
