case_id,role,citation_relevance,constraints_extraction,argument_validity
196,prosecution,4,4,4
196,defense,4,3,3
196,judge,4,4,4
134,prosecution,4,4,4
134,defense,4,4,4
134,judge,4,4,4
134,prosecution,4,4,4
134,defense,4,4,4
134,judge,4,4,4
134,prosecution,4,4,4
134,defense,4,4,4
134,judge,4,4,4
49,prosecution,4,4,4
49,defense,4,4,4
49,judge,4,4,4
49,prosecution,4,4,4
49,defense,4,4,4
49,judge,4,4,4
49,prosecution,4,4,4
49,defense,4,4,4
49,judge,4,4,4
4,prosecution,4,4,4
4,defense,4,4,4
4,judge,4,4,4
4,prosecution,4,4,4
4,defense,4,4,4
4,judge,4,4,4
4,prosecution,4,3,4
4,defense,4,4,4
4,judge,4,4,4
155,prosecution,4,4,4
155,defense,4,4,4
155,judge,4,4,4
155,prosecution,4,4,4
155,defense,4,4,4
155,judge,4,4,4
155,prosecution,4,4,4
155,defense,4,4,3
155,judge,4,4,4
106,prosecution,4,4,4
106,defense,4,4,4
106,judge,4,3,4
106,prosecution,4,4,4
106,defense,4,4,4
106,judge,4,3,4
106,prosecution,4,3,4
106,defense,4,4,4
106,judge,4,4,4
59,prosecution,4,4,4
59,defense,4,4,2
59,judge,4,4,4
59,prosecution,4,4,4
59,defense,4,3,4
59,judge,4,4,4
59,prosecution,4,4,4
59,defense,4,3,3
59,judge,4,4,4
44,prosecution,4,4,4
44,defense,4,4,4
44,judge,4,4,4
44,prosecution,4,3,4
44,defense,4,4,4
44,judge,4,4,4
44,prosecution,4,4,4
44,defense,4,4,4
44,judge,4,4,4
200,prosecution,4,4,4
200,defense,4,4,4
200,judge,4,3,4
200,prosecution,4,4,4
200,defense,4,4,4
200,judge,4,4,4
200,prosecution,4,4,4
200,defense,4,4,4
200,judge,4,4,4
103,prosecution,4,4,4
103,defense,4,4,4
103,judge,4,4,4
103,prosecution,4,4,4
103,defense,4,4,4
103,judge,4,4,4
103,prosecution,4,4,4
103,defense,4,4,4
103,judge,4,4,4
145,prosecution,4,4,4
145,defense,4,4,4
145,judge,4,4,4
145,prosecution,4,4,4
145,defense,4,4,4
145,judge,4,4,4
145,prosecution,4,4,4
145,defense,4,3,4
145,judge,4,4,4
18,prosecution,4,4,4
18,defense,4,4,4
18,judge,4,4,4
18,prosecution,4,4,4
18,defense,4,4,4
18,judge,4,4,4
18,prosecution,4,4,4
18,defense,4,4,4
18,judge,4,4,4
21,prosecution,4,4,4
21,defense,4,4,4
21,judge,4,4,4
21,prosecution,4,4,4
21,defense,4,4,4
21,judge,4,4,4
21,prosecution,4,4,4
21,defense,4,3,4
21,judge,4,4,4
96,prosecution,4,4,4
96,defense,4,4,4
96,judge,4,4,4
96,prosecution,4,4,4
96,defense,4,4,4
96,judge,4,4,4
96,prosecution,4,4,4
96,defense,4,4,4
96,judge,4,4,4
28,prosecution,4,4,4
28,defense,4,4,4
28,judge,4,3,4
28,prosecution,4,4,4
28,defense,4,4,4
28,judge,4,3,4
28,prosecution,4,4,4
28,defense,4,3,4
28,judge,4,4,4
56,prosecution,4,4,4
56,defense,4,4,4
56,judge,4,4,4
56,prosecution,4,4,4
56,defense,4,4,4
56,judge,4,4,4
56,prosecution,4,4,4
56,defense,4,4,4
56,judge,4,4,4
139,prosecution,4,4,4
139,defense,4,4,4
139,judge,4,4,4
139,prosecution,4,4,4
139,defense,4,4,4
139,judge,4,4,4
139,prosecution,4,3,4
139,defense,4,4,4
139,judge,4,4,4
128,prosecution,4,4,4
128,defense,4,4,4
128,judge,4,4,4
128,prosecution,4,4,4
128,defense,4,1,4
128,judge,4,3,4
128,prosecution,4,3,4
128,defense,4,3,3
128,judge,4,4,4
122,prosecution,4,4,4
122,defense,4,4,4
122,judge,4,4,4
122,prosecution,4,4,4
122,defense,4,4,4
122,judge,4,4,4
122,prosecution,4,4,4
122,defense,4,4,4
122,judge,4,4,4
1,prosecution,4,4,4
1,defense,4,4,4
1,judge,4,4,4
1,prosecution,4,4,4
1,defense,4,4,4
1,judge,4,4,4
1,prosecution,4,4,4
1,defense,4,3,4
1,judge,4,4,4
12,prosecution,4,4,4
12,defense,4,4,4
12,judge,4,4,4
12,prosecution,4,4,4
12,defense,4,4,4
12,judge,4,4,4
12,prosecution,4,4,4
12,defense,4,4,4
12,judge,4,4,4
48,prosecution,4,4,4
48,defense,4,4,4
48,judge,4,4,4
48,prosecution,4,3,4
48,defense,4,4,4
48,judge,4,4,4
48,prosecution,4,3,4
48,defense,4,4,4
48,judge,4,4,4
107,prosecution,4,4,4
107,defense,4,4,4
107,judge,4,4,4
107,prosecution,4,4,4
107,defense,4,4,4
107,judge,4,3,4
107,prosecution,4,3,4
107,defense,4,4,4
107,judge,4,4,4
39,prosecution,4,1,1
39,defense,2,2,3
39,judge,4,4,4
39,prosecution,4,4,4
39,defense,4,3,4
39,judge,4,4,4
39,prosecution,4,3,4
39,defense,4,4,4
39,judge,4,3,4
117,prosecution,4,3,4
117,defense,4,4,4
117,judge,4,2,3
117,prosecution,4,4,4
117,defense,4,4,4
117,judge,4,4,4
117,prosecution,4,4,4
117,defense,4,3,4
117,judge,4,4,4
11,prosecution,4,3,4
11,defense,4,4,4
11,judge,4,4,4
11,prosecution,4,3,3
11,defense,4,4,4
11,judge,4,4,4
11,prosecution,4,3,2
11,defense,4,4,4
11,judge,4,4,4
153,prosecution,4,4,4
153,defense,4,4,4
153,judge,4,4,4
153,prosecution,4,4,4
153,defense,4,4,4
153,judge,4,4,4
153,prosecution,4,4,4
153,defense,4,4,4
153,judge,4,4,4
33,prosecution,4,4,4
33,defense,4,4,4
33,judge,4,4,4
33,prosecution,4,4,4
33,defense,4,4,3
33,judge,4,4,4
33,prosecution,4,4,4
33,defense,4,3,3
33,judge,4,4,4
88,prosecution,4,4,4
88,defense,4,4,4
88,judge,4,4,4
88,prosecution,4,4,4
88,defense,4,4,4
88,judge,4,4,4
88,prosecution,0,0,0
88,defense,4,4,4
88,judge,4,4,4
172,prosecution,4,4,4
172,defense,4,4,4
172,judge,4,4,4
172,prosecution,4,4,4
172,defense,4,4,4
172,judge,4,4,4
172,prosecution,4,4,4
172,defense,4,4,4
172,judge,4,4,4
119,prosecution,4,4,4
119,defense,4,3,4
119,judge,4,3,4
119,prosecution,4,3,4
119,defense,4,4,4
119,judge,4,4,4
119,prosecution,4,3,3
119,defense,4,4,4
119,judge,4,4,4
111,prosecution,4,4,4
111,defense,4,4,4
111,judge,4,4,4
111,prosecution,4,4,4
111,defense,4,4,4
111,judge,4,4,4
111,prosecution,4,4,4
111,defense,2,1,1
111,judge,4,4,4
15,prosecution,4,1,3
15,defense,4,4,4
15,judge,4,4,4
15,prosecution,4,3,4
15,defense,4,4,4
15,judge,4,4,4
15,prosecution,4,2,3
15,defense,4,4,4
15,judge,4,4,4
173,prosecution,4,4,4
173,defense,4,4,4
173,judge,4,4,4
173,prosecution,4,4,4
173,defense,4,4,4
173,judge,4,4,4
173,prosecution,4,4,4
173,defense,4,4,4
173,judge,4,4,4
77,prosecution,4,4,4
77,defense,4,4,4
77,judge,4,4,4
77,prosecution,4,4,4
77,defense,4,4,4
77,judge,4,4,4
77,prosecution,4,4,4
77,defense,4,3,3
77,judge,4,4,4
9,prosecution,4,0,0
9,defense,4,2,4
9,judge,4,4,4
9,prosecution,4,4,2
9,defense,4,4,4
9,judge,4,4,4
9,prosecution,4,3,2
9,defense,4,4,4
9,judge,4,4,4
35,prosecution,4,1,0
35,defense,4,4,4
35,judge,4,4,4
35,prosecution,4,4,4
35,defense,4,4,4
35,judge,4,4,4
35,prosecution,4,3,4
35,defense,4,3,4
35,judge,4,4,4
185,prosecution,4,4,4
185,defense,4,4,4
185,judge,4,4,4
185,prosecution,4,4,4
185,defense,4,4,4
185,judge,4,4,4
185,prosecution,4,4,4
185,defense,4,4,4
185,judge,4,4,4
76,prosecution,4,4,4
76,defense,4,4,4
76,judge,4,4,4
76,prosecution,4,4,4
76,defense,4,4,4
76,judge,4,4,4
76,prosecution,4,4,4
76,defense,4,4,4
76,judge,4,4,4
135,prosecution,4,4,4
135,defense,4,4,4
135,judge,4,4,4
135,prosecution,4,4,4
135,defense,4,3,4
135,judge,4,4,4
135,prosecution,4,4,4
135,defense,4,4,4
135,judge,4,3,4
99,prosecution,4,4,4
99,defense,4,4,4
99,judge,4,4,4
99,prosecution,4,4,4
99,defense,4,4,4
99,judge,4,4,4
99,prosecution,4,4,4
99,defense,4,4,4
99,judge,4,4,4
64,prosecution,4,4,4
64,defense,4,4,4
64,judge,4,4,4
64,prosecution,4,3,4
64,defense,4,4,4
64,judge,4,4,4
64,prosecution,4,3,4
64,defense,4,4,4
64,judge,4,4,4
116,prosecution,4,4,4
116,defense,4,4,4
116,judge,4,4,4
116,prosecution,4,4,4
116,defense,4,3,4
116,judge,4,3,4
116,prosecution,4,2,2
116,defense,4,4,4
116,judge,4,4,4
46,prosecution,4,4,4
46,defense,4,4,4
46,judge,4,4,4
46,prosecution,4,4,4
46,defense,4,4,4
46,judge,4,4,4
46,prosecution,4,1,2
46,defense,4,4,4
46,judge,4,4,4
41,prosecution,4,4,4
41,defense,4,4,4
41,judge,4,3,4
41,prosecution,4,4,4
41,defense,4,3,4
41,judge,4,4,4
41,prosecution,4,4,4
41,defense,4,4,4
41,judge,4,4,4
78,prosecution,4,1,2
78,defense,4,4,4
78,judge,4,4,4
78,prosecution,4,4,4
78,defense,4,4,4
78,judge,4,4,4
78,prosecution,4,4,4
78,defense,4,4,4
78,judge,4,4,4
184,prosecution,4,4,4
184,defense,4,4,4
184,judge,4,4,4
184,prosecution,4,4,4
184,defense,4,4,4
184,judge,4,4,4
184,prosecution,4,4,4
184,defense,4,4,4
184,judge,4,4,4
90,prosecution,4,4,4
90,defense,4,4,4
90,judge,4,4,4
90,prosecution,4,4,4
90,defense,4,4,4
90,judge,4,4,4
90,prosecution,4,4,4
90,defense,4,4,4
90,judge,4,4,4
180,prosecution,4,2,4
180,defense,4,4,4
180,judge,4,4,4
180,prosecution,4,4,4
180,defense,4,4,4
180,judge,4,4,4
180,prosecution,4,4,4
180,defense,4,4,4
180,judge,4,4,4
16,defense,4,4,4
16,judge,4,4,4
16,prosecution,4,4,4
16,defense,4,4,4
16,judge,4,4,4
16,prosecution,4,4,4
16,defense,4,4,4
16,judge,4,4,4
36,prosecution,4,4,4
36,defense,4,4,4
36,judge,4,4,4
36,prosecution,4,4,4
36,defense,4,3,4
36,judge,4,4,4
36,prosecution,4,4,4
36,defense,4,4,4
36,judge,4,4,4
84,prosecution,4,4,4
84,defense,4,4,4
84,judge,4,4,4
84,defense,4,3,4
84,judge,4,4,4
84,prosecution,4,4,4
84,defense,4,4,4
84,judge,4,4,4
140,prosecution,4,4,4
140,defense,4,4,4
140,judge,4,4,4
140,prosecution,4,4,4
140,defense,4,4,4
140,judge,4,4,4
140,prosecution,4,4,4
140,defense,4,4,4
140,judge,4,4,4
192,prosecution,4,4,4
192,defense,4,4,4
192,judge,4,4,4
192,prosecution,4,4,4
192,defense,4,4,4
192,judge,4,4,4
192,prosecution,4,4,4
192,defense,4,4,1
192,judge,4,4,4
133,prosecution,4,4,4
133,defense,4,4,4
133,judge,4,4,4
133,defense,4,3,4
133,judge,4,4,4
133,prosecution,4,4,4
133,defense,4,4,4
133,judge,4,3,4
125,prosecution,4,4,4
125,defense,4,3,4
125,judge,4,4,4
125,prosecution,4,4,4
125,defense,4,4,4
125,judge,4,4,4
125,prosecution,0,0,0
125,defense,4,4,4
125,judge,4,4,4
161,defense,4,3,4
161,judge,4,4,4
161,defense,4,4,4
161,judge,4,4,4
161,prosecution,4,3,4
161,defense,4,4,4
161,judge,4,4,4
7,prosecution,4,2,2
7,defense,4,4,4
7,judge,4,4,4
7,prosecution,4,4,2
7,defense,4,4,4
7,judge,4,4,4
7,prosecution,4,3,1
7,defense,4,4,4
7,judge,4,4,4
8,defense,4,4,4
8,judge,4,4,4
8,prosecution,4,4,4
8,defense,4,4,4
8,judge,4,4,4
8,prosecution,4,4,4
8,defense,4,4,4
8,judge,4,3,4
45,prosecution,4,3,4
45,defense,4,4,4
45,judge,4,4,4
45,prosecution,4,3,4
45,defense,4,3,4
45,judge,4,4,4
45,prosecution,4,3,4
45,defense,4,3,4
45,judge,4,4,4
102,prosecution,4,4,4
102,defense,4,4,4
102,judge,4,4,4
102,prosecution,4,4,4
102,defense,4,4,4
102,judge,4,4,4
102,prosecution,4,4,4
102,defense,4,4,4
102,judge,4,4,4
32,prosecution,4,4,4
32,defense,4,4,4
32,judge,4,4,4
32,prosecution,4,4,4
32,defense,4,4,4
32,judge,4,4,4
32,prosecution,4,4,4
32,defense,4,4,4
32,judge,4,4,4
14,prosecution,4,4,4
14,defense,4,4,4
14,judge,4,3,4
14,prosecution,4,3,4
14,defense,4,4,4
14,judge,4,4,4
14,prosecution,4,4,4
14,defense,4,3,4
14,judge,4,4,4
89,prosecution,0,0,0
89,defense,4,4,4
89,judge,4,4,4
89,prosecution,4,4,4
89,defense,4,4,4
89,judge,4,4,4
89,prosecution,4,4,4
89,defense,4,4,4
89,judge,4,4,4
13,prosecution,4,4,4
13,defense,4,4,4
13,judge,4,4,4
13,prosecution,4,4,4
13,defense,4,4,4
13,judge,4,4,4
13,prosecution,4,3,3
13,defense,4,4,4
13,judge,4,4,4
69,prosecution,4,4,4
69,defense,4,4,4
69,judge,4,4,4
69,prosecution,4,4,4
69,defense,4,4,4
69,judge,4,4,4
69,prosecution,4,4,4
69,defense,4,4,4
69,judge,4,4,4
